Timestamp,Choose coder initials,Enter journal name:,Does the journal provide any guidance related to statistics or data analysis? (including referring to external guidelines),"Are any external statistical guidelines referred to? (this includes external reporting guidelines, such as CONSORT; publisher guidelines shared by many journals, such as Nature life sciences reporting checklist; and references to specific papers covering statistical issues)","If ""Yes"", which external statistical guidelines are referred to? (NOTE that these external guidelines should not be included in your coding of mentioned topics for this journal)","Other than referring to external guidelines, does the journal have its own statistical guidelines?",Is any guidance provided about p-values?,"If YES, please copy and paste all guidance related to p-values here:",Is any guidance provided about statistical significance?,"If YES, please copy and paste all guidance related to statistical significance here:",Is any guidance provided about null hypotheses?,"If YES, please copy and paste all guidance related to null hypotheses here:",Is any guidance provided about sample size justification (including statistical power)?,"If YES, please copy and paste all guidance related to sample size justification (including statistical power) here:",Is any guidance provided about confidence intervals?,"If YES, please copy and paste all guidance related to confidence intervals here:",Is any guidance provided about effect sizes?,"If YES, please copy and paste all guidance related to effect sizes here:",Is any guidance provided about multiple comparisons?,"If YES, please copy and paste all guidance related to multiple comparisons here:",Is any guidance provided about sub-group analyses?,"If YES, please copy and paste all guidance related to sub-group analyses here:",Is any guidance provided about baseline covariates?,"If YES, please copy and paste all guidance related to baseline covariates here:",Is any guidance provided about non-parametric tests?,"If YES, please copy and paste all guidance related to non-parametric tests here:",Is any guidance provided about sensitivity analysis?,"If YES, please copy and paste all guidance related to sensitivity analysis here:",Is any guidance provided about checking model assumptions?,"If YES, please copy and paste all guidance related to checking model assumptions here:",Is any guidance provided about data exclusions?,"If YES, please copy and paste all guidance related to data exclusions here:",Is any guidance provided about handling outliers?,"If YES, please copy and paste all guidance related to handling outliers here:",Is any guidance provided about handling missing data?,"If YES, please copy and paste all guidance related to handling missing data here:",Is any guidance provided about one-sided tests?,"If YES, please copy and paste all guidance related to one-sided tests here:",Is any guidance provided about Bayesian methods?,"If YES, please copy and paste all guidance related to Bayesian methods here:",Is any guidance provided about secondary outcomes?,"If YES, please copy and paste all guidance related to secondary outcomes here:",Is any guidance provided about pre-specification of analyses?,"If YES, please copy and paste all guidance related to pre-specification of analyses here:",Is any guidance provided about categorization of continuous variables?,"If YES, please copy and paste all guidance related to categorization of continuous variables here:","If relevant, use this space to note anything unusual about this journal that the team needs to discuss."
3/10/2020 20:10:56,MM,Nature Chemical Biology,Yes,Yes,nature ,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2021 15:19:26,TH,Nature Chemical Biology,Yes,Yes,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MM/TH,Nature Chemical Biology,Yes,Yes,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2020 20:14:02,MM,JOURNAL OF PINEAL RESEARCH,Yes,Yes,"many; consort, trobe, prisma, care, spqr, stard, squire, cheers, arrive, spirit,agree",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2021 15:21:59,TH,JOURNAL OF PINEAL RESEARCH,Yes,Yes,"EQUATOR, CONSORT, STROBE, PRISMA, CARE, SRQR, STARD, SQUIRE, CHEERS, ARRIVE, SPIRIT, AGREE",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MM/TH,JOURNAL OF PINEAL RESEARCH,Yes,Yes,"EQUATOR, CONSORT, STROBE, PRISMA, CARE, SRQR, STARD, SQUIRE, CHEERS, ARRIVE, SPIRIT, AGREE",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2020 3:45:24,MM,GENETICS SELECTION EVOLUTION,Yes,Yes,"SAMPL guidelines, EQUATOR;, Randomized controlled trials (CONSORT) and protocols (SPIRIT) Systematic reviews and meta-analyses* (PRISMA) and protocols (PRISMA-P) Observational studies (STROBE) Case reports (CARE) Qualitative research (COREQ) Diagnostic/prognostic studies (STARD and TRIPOD) Economic evaluations (CHEERS) Pre-clinical animal studies (ARRIVE)",Yes - but there is no dedicated section specifically providing statistical guidance,"the type of statistical analysis used, including a power calculation if appropriate",,NO,,NO,,"the type of statistical analysis used, including a power calculation if appropriate",,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,"Only thing that is written is: 
the type of statistical analysis used, including a power calculation if appropriate
This should include the findings of the study including, if appropriate, results of statistical analysis which must be included either in the text or as tables and figures."
5/18/2021 15:34:37,TH,GENETICS SELECTION EVOLUTION,Yes,Yes,"EQUATOR, SAMPL, Randomized controlled trials (CONSORT) and protocols (SPIRIT) Systematic reviews and meta-analyses (PRISMA) and protocols (PRISMA-P) Observational studies (STROBE) Case reports (CARE) Qualitative research (COREQ) Diagnostic/prognostic studies (STARD and TRIPOD) Economic evaluations (CHEERS) Pre-clinical animal studies (ARRIVE)",Yes - there is a dedicated section specifically providing statistical guidance,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,
,MM/TH,GENETICS SELECTION EVOLUTION,Yes,Yes,"EQUATOR, SAMPL, Randomized controlled trials (CONSORT) and protocols (SPIRIT) Systematic reviews and meta-analyses (PRISMA) and protocols (PRISMA-P) Observational studies (STROBE) Case reports (CARE) Qualitative research (COREQ) Diagnostic/prognostic studies (STARD and TRIPOD) Economic evaluations (CHEERS) Pre-clinical animal studies (ARRIVE)",Yes - there is a dedicated section specifically providing statistical guidance,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,
3/12/2020 3:52:05,MM,Nature Protocols,Yes,Yes,Nature journals,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2021 15:31:43,TH,Nature Protocols,Yes,Yes,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MM/TH,Nature Protocols,Yes,Yes,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2020 4:05:58,MM,Science Translational Medicine,Yes,Yes,"TOP guidelines, EQUATOR; many: ARRIVE; REMARK, STARD, MOOSE; PRISMA; STROBE; STREGA; BROSQ, and 2 more without acronyms",Yes - there is a dedicated section specifically providing statistical guidance,YES,"The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used its use should be justified.
Adjustments made to alpha levels (e.g., Bonferroni correction) or other procedure used to account for multiple testing (e.g., false discovery rate control) should be reported.
Results of each statistical test should be reported in full with the value of the test statistic and p-value, and not simply reported as significant or non-significant; more than two significant digits on p-values are usually not needed except in situations of extreme multiple testing such as in genetic association studies where stringent corrections for multiple testing might be used.",YES,"Results of each statistical test should be reported in full with the value of the test statistic and p-value, and not simply reported as significant or non-significant; more than two significant digits on p-values are usually not needed except in situations of extreme multiple testing such as in genetic association studies where stringent corrections for multiple testing might be used.",NO,,YES,"Sample size. How did you select your sample size? Did you use a power analysis to calculate the sample size necessary to achieve a reliable measurement of the effect? Did you alter this number during the course of the study and, if so, why?",YES,"Methods used for conducting statistical tests (e.g., t-test, Wilcoxon signed rank test, Wald test of regression coefficient) and for constructing confidence intervals (e.g., normal-based 95% CI: mean ± 2SD, likelihood ratio-based interval) should be clearly stated. 
Point estimates of population parameters (e.g., mean, correlation coefficient, slope) or comparative measures (e.g., mean difference, odds ratio, hazard ratio) should be accompanied by a measure of uncertainty such as a standard error or a confidence interval.",NO,,YES,"Adjustments made to alpha levels (e.g., Bonferroni correction) or other procedure used to account for multiple testing (e.g., false discovery rate control) should be reported.",NO,,NO,,YES,"Methods used for conducting statistical tests (e.g., t-test, Wilcoxon signed rank test, Wald test of regression coefficient) and for constructing confidence intervals (e.g., normal-based 95% CI: mean ± 2SD, likelihood ratio-based interval) should be clearly stated. ",NO,,YES,"Sufficient information should be supplied to allow readers to judge whether any assumptions necessary for the validity of statistical approaches (e.g., data are normally distributed, survival data are consistent with proportional hazards in a Cox regression model) have been verified.
Any results that are reported to constitute a blinded, independent validation of a statistical model (or mathematical classifier or predictor) must be accompanied by a detailed explanation that includes: 1) specification of the exact “locked down” form of the model, including all data processing steps, algorithm for calculating the model output, and any cutpoints that might be applied to the model output for final classification, 2) date on which the model or predictor was fully locked down in exactly the form described, 3) name of the individual(s) who maintained the blinded data and oversaw the evaluation (e.g., honest broker), 4) statement of assurance that no modifications, additions, or exclusion were made to the validation data set from the point at which the model was locked down and that neither the validation data nor any subset of it had ever been used to assess or refine the model being tested.",YES,"Data pre-processing steps such as transformations, re-coding, re-scaling, normalization, truncation, and handling of below detectable level readings and outliers should be fully described; any removal or modification of data values must be fully acknowledged and justified.
Data inclusion/exclusion criteria. What criteria did you apply for inclusion and exclusion of data? Were these criteria established prospectively?",YES,"Data pre-processing steps such as transformations, re-coding, re-scaling, normalization, truncation, and handling of below detectable level readings and outliers should be fully described; any removal or modification of data values must be fully acknowledged and justified.
Outliers. How were outliers defined and handled? Were they defined before the beginning of the study? Have you reported outliers that were excluded?",YES,"An accounting of missing data values should be provided; if imputed data values are used in statistical analyses, the methods used for imputation should be fully described.",YES,"The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used its use should be justified.",YES,"When Bayesian analyses are conducted, any assumptions made for prior distributions must be fully described.",NO,,YES,"If the analysis plan was preregistered in an independent institutional registry, authors should provide a link to the registration of the analysis plan upon submission of the paper to Science Translational Medicine.",NO,,
5/19/2021 10:34:03,TH,Science Translational Medicine,Yes,Yes,"EQUATOR, ARRIVE, REMARK, STARD, MOOSE, PRISMA, STROBE, STREGA, BRISQ, Tumor marker studies (Simon et al., 2009), Rodent model studies (Hollingshead, 2008), Microarray-based studies for clinical outcomes, Table 3 in Dupuy & Simon, 2007)",Yes - there is a dedicated section specifically providing statistical guidance,YES,"Results of each statistical test should be reported in full with the value of the test statistic and p-value, and not simply reported as significant or non-significant; more than two significant digits on p-values are usually not needed except in situations of extreme multiple testing such as in genetic association studies where stringent corrections for multiple testing might be used.",YES,"The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used its use should be justified.
...
Results of each statistical test should be reported in full with the value of the test statistic and p-value, and not simply reported as significant or non-significant; more than two significant digits on p-values are usually not needed except in situations of extreme multiple testing such as in genetic association studies where stringent corrections for multiple testing might be used.",NO,,YES,"Sample size. How did you select your sample size? Did you use a power analysis to calculate the sample size necessary to achieve a reliable measurement of the effect? Did you alter this number during the course of the study and, if so, why?
...
Rules for stopping data collection. Did you define rules for stopping data collection in advance (for example, specific intermediary and final endpoints)?",YES,"Methods used for conducting statistical tests (e.g., t-test, Wilcoxon signed rank test, Wald test of regression coefficient) and for constructing confidence intervals (e.g., normal-based 95% CI: mean ± 2SD, likelihood ratio-based interval) should be clearly stated.
...
Point estimates of population parameters (e.g., mean, correlation coefficient, slope) or comparative measures (e.g., mean difference, odds ratio, hazard ratio) should be accompanied by a measure of uncertainty such as a standard error or a confidence interval.",YES,"Point estimates of population parameters (e.g., mean, correlation coefficient, slope) or comparative measures (e.g., mean difference, odds ratio, hazard ratio) should be accompanied by a measure of uncertainty such as a standard error or a confidence interval.",YES,"Selection of endpoints. Were the primary and secondary endpoints prospectively selected? If multiple endpoints were assessed, were the appropriate statistical corrections applied?
...
Adjustments made to alpha levels (e.g., Bonferroni correction) or other procedure used to account for multiple testing (e.g., false discovery rate control) should be reported.
...
more than two significant digits on p-values are usually not needed except in situations of extreme multiple testing such as in genetic association studies where stringent corrections for multiple testing might be used.",NO,,NO,,NO,,NO,,YES,"Sufficient information should be supplied to allow readers to judge whether any assumptions necessary for the validity of statistical approaches (e.g., data are normally distributed, survival data are consistent with proportional hazards in a Cox regression model) have been verified.",YES,"
Data inclusion/exclusion criteria. What criteria did you apply for inclusion and exclusion of data? Were these criteria established prospectively?
...
Data pre-processing steps such as transformations, re-coding, re-scaling, normalization, truncation, and handling of below detectable level readings and outliers should be fully described; any removal or modification of data values must be fully acknowledged and justified.",YES,"Outliers. How were outliers defined and handled? Were they defined before the beginning of the study? Have you reported outliers that were excluded?
...
Data pre-processing steps such as transformations, re-coding, re-scaling, normalization, truncation, and handling of below detectable level readings and outliers should be fully described; any removal or modification of data values must be fully acknowledged and justified.",YES,"An accounting of missing data values should be provided; if imputed data values are used in statistical analyses, the methods used for imputation should be fully described. ",YES,"The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used its use should be justified.",YES,"When Bayesian analyses are conducted, any assumptions made for prior distributions must be fully described.",YES,"Selection of endpoints. Were the primary and secondary endpoints prospectively selected? If multiple endpoints were assessed, were the appropriate statistical corrections applied?",YES,"If the analysis plan was preregistered in an independent institutional registry, authors should provide a link to the registration of the analysis plan upon submission of the paper to Science Translational Medicine.
...
Rules for stopping data collection. Did you define rules for stopping data collection in advance (for example, specific intermediary and final endpoints)?
...
Data inclusion/exclusion criteria. What criteria did you apply for inclusion and exclusion of data? Were these criteria established prospectively?
...
Outliers. How were outliers defined and handled? Were they defined before the beginning of the study? Have you reported outliers that were excluded?
...
Selection of endpoints. Were the primary and secondary endpoints prospectively selected? If multiple endpoints were assessed, were the appropriate statistical corrections applied?
...
Research objectives. State the objectives of the research, clearly distinguishing pre-specified hypotheses from hypotheses suggested after initiation of the data analyses.",NO,,
,MM/TH,Science Translational Medicine,Yes,Yes,"EQUATOR, ARRIVE, REMARK, STARD, MOOSE, PRISMA, STROBE, STREGA, BRISQ, Tumor marker studies (Simon et al., 2009), Rodent model studies (Hollingshead, 2008), Microarray-based studies for clinical outcomes, Table 3 in Dupuy & Simon, 2007)",Yes - there is a dedicated section specifically providing statistical guidance,YES,"The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used its use should be justified.
Adjustments made to alpha levels (e.g., Bonferroni correction) or other procedure used to account for multiple testing (e.g., false discovery rate control) should be reported...Results of each statistical test should be reported in full with the value of the test statistic and p-value, and not simply reported as significant or non-significant; more than two significant digits on p-values are usually not needed except in situations of extreme multiple testing such as in genetic association studies where stringent corrections for multiple testing might be used.",YES,"The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used its use should be justified.
...
Results of each statistical test should be reported in full with the value of the test statistic and p-value, and not simply reported as significant or non-significant; more than two significant digits on p-values are usually not needed except in situations of extreme multiple testing such as in genetic association studies where stringent corrections for multiple testing might be used.",NO,,YES,"Sample size. How did you select your sample size? Did you use a power analysis to calculate the sample size necessary to achieve a reliable measurement of the effect? Did you alter this number during the course of the study and, if so, why?
...
Rules for stopping data collection. Did you define rules for stopping data collection in advance (for example, specific intermediary and final endpoints)?",YES,"Methods used for conducting statistical tests (e.g., t-test, Wilcoxon signed rank test, Wald test of regression coefficient) and for constructing confidence intervals (e.g., normal-based 95% CI: mean ± 2SD, likelihood ratio-based interval) should be clearly stated.
...
Point estimates of population parameters (e.g., mean, correlation coefficient, slope) or comparative measures (e.g., mean difference, odds ratio, hazard ratio) should be accompanied by a measure of uncertainty such as a standard error or a confidence interval.",NO,,YES,"Selection of endpoints. Were the primary and secondary endpoints prospectively selected? If multiple endpoints were assessed, were the appropriate statistical corrections applied?
...
Adjustments made to alpha levels (e.g., Bonferroni correction) or other procedure used to account for multiple testing (e.g., false discovery rate control) should be reported.
...
more than two significant digits on p-values are usually not needed except in situations of extreme multiple testing such as in genetic association studies where stringent corrections for multiple testing might be used.",NO,,NO,,NO,,NO,,YES,"Sufficient information should be supplied to allow readers to judge whether any assumptions necessary for the validity of statistical approaches (e.g., data are normally distributed, survival data are consistent with proportional hazards in a Cox regression model) have been verified.",YES,"
Data inclusion/exclusion criteria. What criteria did you apply for inclusion and exclusion of data? Were these criteria established prospectively?
...
Data pre-processing steps such as transformations, re-coding, re-scaling, normalization, truncation, and handling of below detectable level readings and outliers should be fully described; any removal or modification of data values must be fully acknowledged and justified.",YES,"Outliers. How were outliers defined and handled? Were they defined before the beginning of the study? Have you reported outliers that were excluded?
...
Data pre-processing steps such as transformations, re-coding, re-scaling, normalization, truncation, and handling of below detectable level readings and outliers should be fully described; any removal or modification of data values must be fully acknowledged and justified.",YES,"An accounting of missing data values should be provided; if imputed data values are used in statistical analyses, the methods used for imputation should be fully described. ",YES,"The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used its use should be justified.",YES,"When Bayesian analyses are conducted, any assumptions made for prior distributions must be fully described.",YES,"Selection of endpoints. Were the primary and secondary endpoints prospectively selected? If multiple endpoints were assessed, were the appropriate statistical corrections applied?",YES,"If the analysis plan was preregistered in an independent institutional registry, authors should provide a link to the registration of the analysis plan upon submission of the paper to Science Translational Medicine.
...
Rules for stopping data collection. Did you define rules for stopping data collection in advance (for example, specific intermediary and final endpoints)?
...
Data inclusion/exclusion criteria. What criteria did you apply for inclusion and exclusion of data? Were these criteria established prospectively?
...
Outliers. How were outliers defined and handled? Were they defined before the beginning of the study? Have you reported outliers that were excluded?
...
Selection of endpoints. Were the primary and secondary endpoints prospectively selected? If multiple endpoints were assessed, were the appropriate statistical corrections applied?
...
Research objectives. State the objectives of the research, clearly distinguishing pre-specified hypotheses from hypotheses suggested after initiation of the data analyses.",NO,,
3/12/2020 4:38:34,MM,STRATEGIC MANAGEMENT JOURNAL,Yes,No,,Yes - there is a dedicated section specifically providing statistical guidance,YES,"SMJ no longer accepts papers for publication that report or refer to cutoff levels of statistical significance (p-values). In statistical studies, authors should report either standard errors or exact p-values (without asterisks) or both, and should interpret these values appropriately in the text. Rather than referring to specific cutoff points, the discussion could report confidence intervals, explain the standard errors and/or the probability of observing the results in the particular sample, and assess the implications for the research questions or hypotheses tested.
SMJ strongly disapproves of data snooping and p-hacking practices in empirical research. Authors of submitted papers should not search databases for statistically significant coefficients with the intention of subsequently formulating hypotheses that fit the significant coefficients. Authors also should not adapt experimental designs with the primary intention of producing statistically significant results. In addition, authors of submitted papers should address the material significance (magnitude) of the results, in addition to statistical significance.",YES,"SMJ no longer accepts papers for publication that report or refer to cutoff levels of statistical significance (p-values). In statistical studies, authors should report either standard errors or exact p-values (without asterisks) or both, and should interpret these values appropriately in the text. Rather than referring to specific cutoff points, the discussion could report confidence intervals, explain the standard errors and/or the probability of observing the results in the particular sample, and assess the implications for the research questions or hypotheses tested.",NO,,NO,,YES,"Rather than referring to specific cutoff points, the discussion could report confidence intervals, explain the standard errors and/or the probability of observing the results in the particular sample, and assess the implications for the research questions or hypotheses tested.",YES,"SMJ also requires in papers accepted for publication that authors explicitly discuss and interpret effect sizes of relevant estimated coefficients.
In addition, authors of submitted papers should address the material significance (magnitude) of the results, in addition to statistical significance.",NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,
5/19/2021 10:52:56,TH,STRATEGIC MANAGEMENT JOURNAL,Yes,No,,Yes - there is a dedicated section specifically providing statistical guidance,YES,"SMJ no longer accepts papers for publication that report or refer to cutoff levels of statistical significance (p-values). In statistical studies, authors should report either standard errors or exact p-values (without asterisks) or both, and should interpret these values appropriately in the text. Rather than referring to specific cutoff points, the discussion could report confidence intervals, explain the standard errors and/or the probability of observing the results in the particular sample, and assess the implications for the research questions or hypotheses tested.
...
The SMJ editorial on “Creating Repeatable Cumulative Knowledge in Strategic Management” (2016, vol. 37: 257-261) provides more detailed explanation of these policies.",YES,"SMJ no longer accepts papers for publication that report or refer to cutoff levels of statistical significance (p-values). In statistical studies, authors should report either standard errors or exact p-values (without asterisks) or both, and should interpret these values appropriately in the text. Rather than referring to specific cutoff points, the discussion could report confidence intervals, explain the standard errors and/or the probability of observing the results in the particular sample, and assess the implications for the research questions or hypotheses tested.
...
Data Snooping and P-hacking
SMJ strongly disapproves of data snooping and p-hacking practices in empirical research. Authors of submitted papers should not search databases for statistically significant coefficients with the intention of subsequently formulating hypotheses that fit the significant coefficients. Authors also should not adapt experimental designs with the primary intention of producing statistically significant results. In addition, authors of submitted papers should address the material significance (magnitude) of the results, in addition to statistical significance.",NO,,NO,,YES,"Rather than referring to specific cutoff points, the discussion could report confidence intervals, explain the standard errors and/or the probability of observing the results in the particular sample, and assess the implications for the research questions or hypotheses tested.",YES,SMJ also requires in papers accepted for publication that authors explicitly discuss and interpret effect sizes of relevant estimated coefficients.,NO,,NO,,NO,,NO,,YES,"[replication studies] should be conducted rigorously and assess the robustness of the non-results, such as robustness to alternative measurement, statistical specifications and estimation methodologies.",NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,"Data Snooping and P-hacking
SMJ strongly disapproves of data snooping and p-hacking practices in empirical research. Authors of submitted papers should not search databases for statistically significant coefficients with the intention of subsequently formulating hypotheses that fit the significant coefficients.",NO,,
,MM/TH,STRATEGIC MANAGEMENT JOURNAL,Yes,No,,Yes - there is a dedicated section specifically providing statistical guidance,YES,"SMJ no longer accepts papers for publication that report or refer to cutoff levels of statistical significance (p-values). In statistical studies, authors should report either standard errors or exact p-values (without asterisks) or both, and should interpret these values appropriately in the text. Rather than referring to specific cutoff points, the discussion could report confidence intervals, explain the standard errors and/or the probability of observing the results in the particular sample, and assess the implications for the research questions or hypotheses tested.
...
The SMJ editorial on “Creating Repeatable Cumulative Knowledge in Strategic Management” (2016, vol. 37: 257-261) provides more detailed explanation of these policies.",YES,"SMJ no longer accepts papers for publication that report or refer to cutoff levels of statistical significance (p-values). In statistical studies, authors should report either standard errors or exact p-values (without asterisks) or both, and should interpret these values appropriately in the text. Rather than referring to specific cutoff points, the discussion could report confidence intervals, explain the standard errors and/or the probability of observing the results in the particular sample, and assess the implications for the research questions or hypotheses tested.
...
Data Snooping and P-hacking
SMJ strongly disapproves of data snooping and p-hacking practices in empirical research. Authors of submitted papers should not search databases for statistically significant coefficients with the intention of subsequently formulating hypotheses that fit the significant coefficients. Authors also should not adapt experimental designs with the primary intention of producing statistically significant results. In addition, authors of submitted papers should address the material significance (magnitude) of the results, in addition to statistical significance.",NO,,NO,,YES,"Rather than referring to specific cutoff points, the discussion could report confidence intervals, explain the standard errors and/or the probability of observing the results in the particular sample, and assess the implications for the research questions or hypotheses tested.",YES,"SMJ also requires in papers accepted for publication that authors explicitly discuss and interpret effect sizes of relevant estimated coefficients.
In addition, authors of submitted papers should address the material significance (magnitude) of the results, in addition to statistical significance.",NO,,NO,,NO,,NO,,YES,"[replication studies] should be conducted rigorously and assess the robustness of the non-results, such as robustness to alternative measurement, statistical specifications and estimation methodologies.",NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,
3/12/2020 6:06:07,MM,Particle and Fibre Toxicology,Yes,Yes,Nature journals,Yes - but there is no dedicated section specifically providing statistical guidance,YES,"the type of statistical analysis used, including a power calculation if appropriate",NO,,NO,,"the type of statistical analysis used, including a power calculation if appropriate",,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,"Only statement is:
The methods section should include:: the type of statistical analysis used, including a power calculation if appropriate
a clear description of all processes, interventions and comparisons.
Footnotes to the text are numbered consecutively; those to tables should be indicated by superscript lower-case letters (or asterisks for significance values and other statistical data)."
5/18/2021 15:46:36,TH,Particle and Fibre Toxicology,Yes,Yes,"EQUATOR, SAMPL, Randomized controlled trials (CONSORT) and protocols (SPIRIT) Systematic reviews and meta-analyses (PRISMA) and protocols (PRISMA-P) Observational studies (STROBE) Case reports (CARE) Qualitative research (COREQ) Diagnostic/prognostic studies (STARD and TRIPOD) Economic evaluations (CHEERS) Pre-clinical animal studies (ARRIVE)",Yes - there is a dedicated section specifically providing statistical guidance,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,
,MM/TH,Particle and Fibre Toxicology,Yes,Yes,"EQUATOR, SAMPL, Randomized controlled trials (CONSORT) and protocols (SPIRIT) Systematic reviews and meta-analyses (PRISMA) and protocols (PRISMA-P) Observational studies (STROBE) Case reports (CARE) Qualitative research (COREQ) Diagnostic/prognostic studies (STARD and TRIPOD) Economic evaluations (CHEERS) Pre-clinical animal studies (ARRIVE)",Yes - there is a dedicated section specifically providing statistical guidance,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,
3/30/2020 11:55:41,MSH,Nature Chemistry,Yes,Yes,Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2020 11:33:18,TH,Nature Chemistry,Yes,Yes,Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MSH/TH,Nature Chemistry,Yes,Yes,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2020 12:04:21,MSH,ADVANCED MATERIALS,Yes,Yes,"Ethical  Guidelines  for  Publication  in  Journals  and  Reviews issued  by  the European  Association  for Chemical and Molecular Sciences (link broken, so unclear whether STATISTICAL guidance); ARRIVE; CONSORT; REMARK; BRISQ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2020 11:36:59,TH,ADVANCED MATERIALS,Yes,Yes,ARRIVE; CONSORT; REMARK; BRISQ,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MSH/TH,ADVANCED MATERIALS,Yes,Yes,ARRIVE; CONSORT; REMARK; BRISQ,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
